identifier,image_path,asy_path,function_type
linear_s-1.03_i-1.13,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.03_i-1.13.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.03_i-1.13.asy,linear
linear_s2.0_i0.91,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.0_i0.91.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.0_i0.91.asy,linear
linear_s-0.03_i4.06,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.03_i4.06.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.03_i4.06.asy,linear
linear_s2.18_i0.56,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.18_i0.56.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.18_i0.56.asy,linear
linear_s2.84_i2.74,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.84_i2.74.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.84_i2.74.asy,linear
linear_s1.16_i-3.08,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.16_i-3.08.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.16_i-3.08.asy,linear
linear_s2.8_i-4.47,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.8_i-4.47.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.8_i-4.47.asy,linear
linear_s2.48_i4.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.48_i4.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.48_i4.59.asy,linear
linear_s-2.28_i-2.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.28_i-2.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.28_i-2.68.asy,linear
linear_s-2.45_i2.21,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.45_i2.21.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.45_i2.21.asy,linear
linear_s0.46_i-4.96,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.46_i-4.96.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.46_i-4.96.asy,linear
linear_s0.42_i2.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.42_i2.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.42_i2.52.asy,linear
linear_s1.72_i-3.25,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.72_i-3.25.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.72_i-3.25.asy,linear
linear_s-1.03_i-0.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.03_i-0.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.03_i-0.04.asy,linear
linear_s-1.45_i-4.36,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.45_i-4.36.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.45_i-4.36.asy,linear
linear_s-1.88_i2.0,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.88_i2.0.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.88_i2.0.asy,linear
linear_s-1.51_i3.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.51_i3.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.51_i3.52.asy,linear
linear_s-2.02_i1.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.02_i1.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.02_i1.52.asy,linear
linear_s-1.3_i2.31,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.3_i2.31.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.3_i2.31.asy,linear
linear_s2.39_i-4.62,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.39_i-4.62.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.39_i-4.62.asy,linear
linear_s2.47_i-0.72,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.47_i-0.72.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.47_i-0.72.asy,linear
linear_s2.25_i1.14,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.25_i1.14.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.25_i1.14.asy,linear
linear_s-0.45_i4.44,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.45_i4.44.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.45_i4.44.asy,linear
linear_s-1.75_i-0.91,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.75_i-0.91.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.75_i-0.91.asy,linear
linear_s2.7_i3.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.7_i3.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.7_i3.98.asy,linear
linear_s1.01_i-3.88,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.01_i-3.88.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.01_i-3.88.asy,linear
linear_s-2.8_i4.2,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.8_i4.2.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.8_i4.2.asy,linear
linear_s-0.7_i4.75,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.7_i4.75.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.7_i4.75.asy,linear
linear_s-0.04_i1.35,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.04_i1.35.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.04_i1.35.asy,linear
linear_s-0.09_i2.18,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.09_i2.18.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.09_i2.18.asy,linear
linear_s-1.37_i-0.7,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.37_i-0.7.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.37_i-0.7.asy,linear
linear_s-2.89_i-0.5,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.89_i-0.5.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.89_i-0.5.asy,linear
linear_s-1.06_i-2.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.06_i-2.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.06_i-2.61.asy,linear
linear_s1.64_i-2.71,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.64_i-2.71.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.64_i-2.71.asy,linear
linear_s-0.24_i4.8,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.24_i4.8.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.24_i4.8.asy,linear
linear_s1.35_i-3.28,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.35_i-3.28.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.35_i-3.28.asy,linear
linear_s-2.33_i-2.91,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.33_i-2.91.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.33_i-2.91.asy,linear
linear_s-2.59_i3.51,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.59_i3.51.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.59_i3.51.asy,linear
linear_s0.91_i3.96,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.91_i3.96.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.91_i3.96.asy,linear
linear_s2.84_i0.43,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.84_i0.43.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.84_i0.43.asy,linear
linear_s-1.01_i-1.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.01_i-1.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.01_i-1.59.asy,linear
linear_s-0.29_i-0.69,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.29_i-0.69.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.29_i-0.69.asy,linear
linear_s2.49_i3.07,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.49_i3.07.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.49_i3.07.asy,linear
linear_s-0.8_i-0.81,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.8_i-0.81.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.8_i-0.81.asy,linear
linear_s-1.6_i1.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.6_i1.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.6_i1.22.asy,linear
linear_s2.57_i-4.69,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.57_i-4.69.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.57_i-4.69.asy,linear
linear_s2.59_i-3.19,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.59_i-3.19.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.59_i-3.19.asy,linear
linear_s-0.35_i2.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.35_i2.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.35_i2.95.asy,linear
linear_s-1.4_i3.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.4_i3.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.4_i3.79.asy,linear
linear_s-2.24_i-2.73,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.24_i-2.73.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.24_i-2.73.asy,linear
linear_s1.17_i4.87,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.17_i4.87.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.17_i4.87.asy,linear
linear_s0.98_i-4.14,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.98_i-4.14.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.98_i-4.14.asy,linear
linear_s1.1_i0.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.1_i0.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.1_i0.79.asy,linear
linear_s1.17_i4.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.17_i4.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.17_i4.63.asy,linear
linear_s0.51_i4.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.51_i4.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.51_i4.22.asy,linear
linear_s0.89_i-0.14,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.89_i-0.14.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.89_i-0.14.asy,linear
linear_s0.95_i-4.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.95_i-4.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.95_i-4.79.asy,linear
linear_s-1.7_i0.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.7_i0.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.7_i0.61.asy,linear
linear_s1.85_i1.93,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.85_i1.93.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.85_i1.93.asy,linear
linear_s2.24_i0.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.24_i0.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.24_i0.26.asy,linear
linear_s-2.71_i1.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.71_i1.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.71_i1.95.asy,linear
linear_s-1.08_i0.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.08_i0.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.08_i0.61.asy,linear
linear_s-1.09_i1.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.09_i1.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.09_i1.61.asy,linear
linear_s1.06_i1.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.06_i1.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.06_i1.68.asy,linear
linear_s2.6_i-3.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.6_i-3.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.6_i-3.63.asy,linear
linear_s0.84_i1.74,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.84_i1.74.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.84_i1.74.asy,linear
linear_s-0.31_i-4.4,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.31_i-4.4.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.31_i-4.4.asy,linear
linear_s0.21_i-1.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.21_i-1.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.21_i-1.83.asy,linear
linear_s-0.8_i-4.09,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.8_i-4.09.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.8_i-4.09.asy,linear
linear_s0.42_i-4.32,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.42_i-4.32.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.42_i-4.32.asy,linear
linear_s2.81_i0.69,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.81_i0.69.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.81_i0.69.asy,linear
linear_s1.46_i-3.25,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.46_i-3.25.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.46_i-3.25.asy,linear
linear_s-0.13_i4.14,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.13_i4.14.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.13_i4.14.asy,linear
linear_s2.21_i-3.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.21_i-3.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.21_i-3.22.asy,linear
linear_s-2.36_i-1.03,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.36_i-1.03.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.36_i-1.03.asy,linear
linear_s-2.59_i-3.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.59_i-3.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.59_i-3.04.asy,linear
linear_s2.81_i-4.65,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.81_i-4.65.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.81_i-4.65.asy,linear
linear_s2.71_i3.01,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.71_i3.01.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.71_i3.01.asy,linear
linear_s0.14_i4.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.14_i4.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.14_i4.59.asy,linear
linear_s-0.61_i-1.45,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.61_i-1.45.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.61_i-1.45.asy,linear
linear_s-0.6_i2.73,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.6_i2.73.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.6_i2.73.asy,linear
linear_s2.54_i-4.09,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.54_i-4.09.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.54_i-4.09.asy,linear
linear_s1.37_i4.13,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.37_i4.13.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.37_i4.13.asy,linear
linear_s-2.43_i-2.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.43_i-2.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.43_i-2.77.asy,linear
linear_s-0.9_i-3.75,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.9_i-3.75.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.9_i-3.75.asy,linear
linear_s1.63_i-0.41,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.63_i-0.41.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.63_i-0.41.asy,linear
linear_s-1.77_i-3.15,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.77_i-3.15.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.77_i-3.15.asy,linear
linear_s2.36_i-0.61,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.36_i-0.61.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.36_i-0.61.asy,linear
linear_s0.81_i-0.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.81_i-0.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.81_i-0.92.asy,linear
linear_s1.83_i-2.03,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.83_i-2.03.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.83_i-2.03.asy,linear
linear_s0.72_i2.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.72_i2.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.72_i2.79.asy,linear
linear_s2.34_i-4.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.34_i-4.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.34_i-4.34.asy,linear
linear_s1.25_i0.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.25_i0.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.25_i0.39.asy,linear
linear_s-0.08_i4.96,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.08_i4.96.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.08_i4.96.asy,linear
linear_s1.64_i-0.71,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.64_i-0.71.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.64_i-0.71.asy,linear
linear_s2.45_i-2.74,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.45_i-2.74.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.45_i-2.74.asy,linear
linear_s0.54_i4.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.54_i4.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.54_i4.53.asy,linear
linear_s-0.37_i3.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.37_i3.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.37_i3.3.asy,linear
linear_s-1.36_i1.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.36_i1.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.36_i1.39.asy,linear
linear_s2.99_i0.31,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.99_i0.31.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.99_i0.31.asy,linear
linear_s1.43_i3.47,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.43_i3.47.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.43_i3.47.asy,linear
linear_s-0.12_i4.24,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.12_i4.24.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.12_i4.24.asy,linear
linear_s-0.99_i3.7,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.99_i3.7.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.99_i3.7.asy,linear
linear_s1.9_i-3.89,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.9_i-3.89.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.9_i-3.89.asy,linear
linear_s-2.0_i3.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.0_i3.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.0_i3.95.asy,linear
linear_s0.79_i1.41,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.79_i1.41.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.79_i1.41.asy,linear
linear_s-0.94_i1.57,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.94_i1.57.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.94_i1.57.asy,linear
linear_s2.1_i2.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.1_i2.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.1_i2.34.asy,linear
linear_s1.82_i-2.64,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.82_i-2.64.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.82_i-2.64.asy,linear
linear_s2.21_i-0.62,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.21_i-0.62.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.21_i-0.62.asy,linear
linear_s-0.25_i-3.2,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.25_i-3.2.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.25_i-3.2.asy,linear
linear_s0.1_i4.11,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.1_i4.11.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.1_i4.11.asy,linear
linear_s0.87_i2.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.87_i2.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.87_i2.63.asy,linear
linear_s2.64_i2.02,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.64_i2.02.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.64_i2.02.asy,linear
